Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
629.13/03,Le vol vertical,LEFORT Pierre. LAMING Lionel,Puf,Paris,1966,136,Aéronautique,FSR_2352
629.13/04,Le pilotage des avions subsoniques,COUTAUD Germain. TEISSIER Yves,Puf,Paris,1974,128,"Aéronautique, construction aéronautique",FSR_2213
629.13/05,Le vol des avions,RANAUDIE Jean,Puf,Paris,1968,128,Aéronautique,FSR_2366
629.13/06,L'industrie aérospatiale,LACHNITT Jacques,Puf,Paris,1972,136,Aéronautique. constructions. aéronautique,FSR_2358
629.13/07,Les techniques de la navigation aérienne,COUTAUD Germain. ANDLAUER Louis,Puf,Paris,1978,128,Aéronautique. constructions aéronautiques,FSR_1533
629.13/08,Les avions,LEHR Georges,Puf,Paris,1973,128,Aéronautique. constructions aéronautique,FSR_1302
629.13/09,Histoire de l'aviation,PETIT Edmond,Puf,Paris,1972,128,Aéronautique. construction. aéronautique,FSR_2356
629.19/01,L'astronautique,LAMING Lionel,Puf,Paris,1971,128,L'astronautique,FSR_1338
629.19/02,Fusées et missiles,PELLANDINT Jean,Puf,Paris,1970,128,Astronautique,FSR_1339
62_091_/01,Histoire des techniques,DUCASSE Pierre,Puf,Paris,1974,125,Technique (histoire),FSR_1554
62-15/01,Les turbomachines,LEFORT Pierre,Puf,Paris,1969,136,Caractéristiques des turbomachines,FSR_2350
622/01,L'industrie minière dans le Tiers-Monde,BOSSON Rex. VARON Bension,Economica,Paris,1977,290,Industrie minière,FSR_6687
62/02,Experimental methods for engineers,HOLMAN J. P,Mc Graw-Hill,Tokyo,1981,485,Art de l'ingénieur. technique,FSR_9948
62/03,Sept études sur l'homme et la technique,FRIEDMANN Georges,Denoêl,Paris,1977,210,Technique,FSR_11437
62/04,L'homme et la technique = der mensch und die technik,SPENGLER Oswald,Gallimard,Paris,1958,192,Technique,FSR_13710
62/05,Le système des objets,BAUDRILLARD Jean,Gallimard,Paris,1968,292,Technique,FSR_11770
62/06,Les techniques et la technicité,COMBARNOUS Maurice,Sociales,Paris,1984,276,Technique,FSR_15655
62/07,Centre LTHE,GUPTHA Lsn,Mc Graw-Hill,New Delhi,1981,174,Art de l'ingénieur technique,FSR_9984
62/08,L'état des sciences et des techniques,BLAN Marcel,Montréal,Paris,1983,539,Technique,FSR_14968
62/09,"Science, technique et capital",CORIAT Benjamin,Seuil,Paris,1976,194,Technique,FSR_14381
62/10t1,Histoire générale des techniques: les origines de la civilisation technique,  ,Puf,Paris,1962,652,Technique: histoire du machinisme,FSR_6758
62/10t2,Histoire générale des techniques: les premières étapes du machinisme,  ,Puf,Paris,1965,750,Techniques: histoire du machinisme,FSR_6759
62/10t3,Histoire générale des techniques: l'expansion du machinisme,  ,Puf,Paris,1968,884,Technique: histoire du machinisme,FSR_6760
62/10t4,Histoire générale des techniques: les techniques de la civilisation industrielle énergie et matériaux,  ,Puf,Paris,1978,754,Technique: machinisme (20è siècle),FSR_6761
62/10t5,Histoire générale des techniques: les techniques de la civilisation industrielle: transformation commune,PERROT M,Puf,Paris,1979,599,Technique: machinisme (20è siècle),FSR_6762
62/11,Histoire des techniques aux XIXè et XXè siècle,BELTRAN Alain. Griset Pascal,A. Colin,Paris,1990,191,Histoire de la technique,FSR_25232
631_663_/01,La diffusion du progrès technique en milieu rural sénégalais,BROCHIER Jacques,Puf,Paris,1968,396,Agronomie générale,FSR_17574
631.153/01,Lutte biologique contre la faim: légumineuses-rhizobium,BONNIER Charles. BRAKEL Jacques,J. Ouculot,Gembloux,1969,148,Agriculture: choix des modes de l'exploitation,FSR_6353
631.15/01,Les grands types de structures agraires dans le monde,LEBEAU §R,Masson,Paris,1979,163,Agriculture : organisation de l'exploitation,FSR_6067
631.15/02,"Comment développer la production alimentaire par l'éducation, la recherche et la vulgarisation",CHANG C. W,Onu,Rome,1963,90,Agriculture. organisation de l'exploitatition,FSR_2590
631.15/03,L'agriculture itinérante en Amérique Latine,WATTERS R. F,Fao,Rome,1971,355,Agriculture: organisation de l'exploitation,FSR_2584
631.15/04,L'opération-labour,FADLI Mohammed,La Porte,Rabat,1961,81,Agriculture: organisation de l'exploitation,FSR_919
631.15/05,Introduction à la géographie générale de l'agriculture,GILBANK Gerald,Masson,Paris,1974,254,Agriculture: organisation de l'exploitation,FSR_7530
631.15/06,Planification et programmation de la recherche agricole,ARNON I,Onu,Rome,1976,128,Agriculture. organisation de l'exploitation,FSR_2583
631.15/07,Programme du recensement mondial de l'agriculture de 1980,  ,Onu,Rome,1977,88,Organisation de l'exploitation,FSR_2681
631.16/01,Les comptes économiques de l'agriculture,  ,Fao,Rome,1974,60,Comptabilité. évaluation,FSR_2596
631.17/01,Les obstacles à la mécanisation agricole rationnelle dans les pays en voie de développement,VILLENEUVE Michel,La Porte,Rabat,1963,84,Technique agricole,FSR_920
631.1_64_/01,La modernisation rurale au Maroc,BARENNES Yves,Lgdj,Paris,1948,152,Science de l'exploitation agricole,FSR_957
631.1/01,Plan indicatif mondial provisoire pour le développement de l'agriculture: synthèse et analyse. vol 1,  ,Fao,Suisse,1970,368,Science de l'exploitation agricole,FSR_3168
631.1/02,Plan indicatif mondial provisoire pour le développement de l'agriculture: synthèse et analyse. vol 2,  ,Fao,Suisse,1970,756,Science de l'exploitation agricole,FSR_3169
631.1/04,Plan indicatif mondial provisoire pour le développement de l'agriculture: synthèse et analyse. vol 2,  ,Fao,Suisse,1970,756,Science de l'exploitation agricole,FSR_2575
631.1/05,Problèmes agraires au Maghreb,  ,Cnrs,Paris,1977,323,Science de l'exploitation agricole,FSR_734
631.1/06,Problèmes agraires au Maghreb,  ,Cnrs,Paris,1977,323,Science de l'exploitation agricole,FSR_4542
631.1/07,Rôle des pêches dans l'économie alimentaire,  ,Fao,Rome,1968,88,Science de l'exploitation agricole,FSR_2640
631.1/08,L'ajustement agricole dans les pays développés,LAMARTINE Yates Paul,Onu,Rome,1972,222,Science de l'exploitation agricole,FSR_2593
631.1/09,Plan indicatif mondial provisoire pour le développement de l'agriculture: résumé et principales conclusions,  ,Onu,Rome,1970,90,Science de l'exploitation agricole,FSR_2576
631.1/10,Agriculture processus de développement: essai d'orientation pédagogique,MALASSIS L,Unesco,Paris,1973,310,Science de l'exploitation agricole,FSR_5697
631.1/13,More water for arid lands: promising technologies and research opportunities,  ,Nat.academy of scien,Washington,1974,155,Science de l'exploitation agricole,FSR_3032
631.1/14,Les problèmes agraires au Maghreb,  ,Cnrs,Paris,1977,320,Science de l'exploitation agricole,FSR_10379
631.1/15,L'agriculture au Maghreb: ou pour une agronomie méditerranéenne,LERY François,Maisonneuve/ Larose,Paris,1982,338,Science de l'exploitation agricole,FSR_10138
631.1/16,Postharvest food losses in developing countries,B.S.T.I.D,Nas,Washington,1978,206,Agriculture,FSR_3044
631.1/17,Postharvest food losses in developing countries: a bibliography,MORRIS Robert,Nas,Washington,1978,312,Agriculture,FSR_3045
631.37/01,L'utilisation de l'aéronef en agriculture,AKESSON B. Norman. YATES Wesley E,Onu,Rome,1975,210,Force motrice pour l'agriculture,FSR_2646
631.3/01,Le machinisme agricole,LACOMBE Roger,Puf,Paris,1972,128,Mécanisation agricole,FSR_1447
631.48/01,Manuel pratique de pédologie,KAOURITCHEV I,Mir,Moscou,1980,279,Formation des sols. pédologie,FSR_11689
631.4/01,Les défenses des terres cultivées contre l'érosion hydraulique,  ,Onu,Rome,1967,202,"Science des sols, examen des sols",FSR_2651
631.4/02,La terre sans arbres,ECKHOLM Erik,R. Laffont,Paris,1977,333,"Science des sols, examen des sols",FSR_6750
631.4/03,Etude des matériaux superficiels dans la région de l'oued Tensift au nord du Haouz de Marrakech,MOREAU R,Orstom,Paris,1981,273,"Sciences des sols, examens des sols",FSR_415
631.4/04,L'agrologie,BOULAINE Jean,Puf,Paris,1971,136,"Science des sols, examen des sols",FSR_2055
631.4/06,Méthodes et machines pour la préparation du sol et des semis dans les zones semi-arides,  ,Onu,Rome,1972,60,"Science des sols, examen des sols",FSR_2613
631.4/07,La biologie des sols,DOMMERGUES Yvon,Puf,Paris,1977,128,Science des sols. examen des sols,FSR_1764
631.4/08,La pédologie,AUBERT Georges. BOULAINE Jean,Puf,Paris,1972,128,Science des sols. examen des sols,FSR_1765
631.4/09,Biologie des sols: comptes rendus de recherche,  ,Unesco,Belgique,1969,250,"Science des sols, examen des sols",FSR_241
631.4/10,Echanges hydriques des plantes en milieu aride ou semi-aride,  ,Unesco,Suisse,1961,250,"Science des sols, examen des sols",FSR_323
631.521/01,Technologie des semences de céréales: manuel de la production du contrôle de qualité et de distribution,FEISTRITZER Walther,Onu,Rome,1979,266,Questions générales. sélection des semences,FSR_6593
631.531/01,"La guerre des semences: quelles moissons, quelles sociétés? ",GRALL Jacques. ROGER-LEVY Bertrand,Fayard,Paris,1985,420,Semences. graines,FSR_15552
631.58/01,L'introduction de matériel végétal en agriculture tropicale,LEON J,Fao,Rome,1974,149,Méthodes spéciales de culture,FSR_2607
631.58/02,L'agriculture tropicale,MAYER Jacques. DESCHAMPS Louis,Puf,Paris,1973,128,Méthodes spéciales de culture,FSR_2359
631.62/03,L'irrigation: promesses et dangers l'eau contre la faim? ,SHERIDAN David,L'Harmattan,Paris,1985,155,L'irrigation,FSR_16235
631.95/05,L'équivoque écologique,ALPHANDERY Pierre. DUPONT Yves. BITOUN Pierre,La Découverte,Paris,1991,286,Ecologie,FSR_22425
631/01t1,Kitab-al-felahah = le livre de l'agriculture. t1,IBN-AL-AWAM,Boushama,Tunis,1977,459,Agronomie générale,FSR_7948
631/01t2p1,Kitab-al-felahah = le livre de l'agriculture. t2,IBN-AL-AWAM,Boushama,Tunis,1977,460,Agronomie,FSR_7949
631/01t2p2,Kitab al-felahah = le livre de l'agriculture. t2,IBN.AL-AWAM,Bouslama,Tunis,1977,294,Agronomie générale,FSR_7950
631/02,Géologie géomorphologie et hydrologie des terrains salés,GAUCHER Gilbert. BURDIN Sylvie,Puf,Paris,1974,223,Agronomie,FSR_13228
631/03,Santé des cultures: une révolution agronomique,CHABOUSSOU Francis,Flammarion,Paris,1985,272,Agronomie,FSR_16234
632/01,Fungicides in plant disease control,NENE Y.l. THAPLIYAL P.N,Ibh,New-delhi,1982,499,Lutte contre les ennemis des plantes,FSR_12735
633.1_64_/01,Les céréales au Maroc: de la recherche à l'amélioration des techniques de production,OUATTAR Saïd. AMEZIANE Tayeb El Hassani,Toubkal,Casablanca,1989,128,Céréales,FSR_20061
633.1/01,Céréales en régions chaudes: conservation et transformation - colloque international de technologie. centre universitaire de n'gaoundér,PARMENTIER Michel (éd),J. L.Eurotext,Paris,1989,354,Cultures herbacées: céréales - tropical régions,FSR_24195
635/02,Propagation of horticultural plants,ADRIANCE Guy W. BRISON Fred R,Tata/Mc Graw-Hill,New Delhi,1979,291,Horticulture,FSR_9999
635/03,La flore pratique,BLAIS Roger,Puf,Paris,1945,364,Horticulture potagère et d'ornement,FSR_12070
636/01,La vache laitière: aspects génétiques alimentaires pathologiques,  ,Inra,Versailles,1978,343,Elevage d'animaux,FSR_13487
63_091_/01,Les sociétés rurales du XXè siècle,BARRAL Pierre,A. Colin,Paris,1978,328,Agriculture,FSR_4547
63_091_/02,La révolution agricole: synthèse collective,AUGE-LARIBE Michel,A. Michel,Paris,1955,438,Agriculture,FSR_6638
63_597_/08,Les problèmes de la nouvelle agriculture vietnamienne,VAN-HAO Nouyen,Droz,Paris,1963,228,Agriculture,FSR_15380
63_65_/06,L'agriculture algérienne depuis 1966: étatisation ou privatisation? ,BEDRANI Slimane,Economica,Paris,1982,414,Agriculture,FSR_16458
30/140,Le déracinement: la crise de l'agriculture traditionnelle en Algérie,BOURDIEU Pierre. SAYAD Abdelmalek,Minuit,Paris,1964,228,Sociologie,FSR_16580
63:338/10,"Les forêts, l'alimentation et les hommes: étude de base n°20",FAO,Fao,Rome,1968,82,Questions agraires production de l'économie,FSR_2625
63/01,Nitrogen assimilation of plants,HEWITT E.J. CUTTING C.V,Academic Press,London,1979,667,Agriculture,FSR_8891
63/02,Farming development and space: a world agricultural geography,ANDREAE Bernd,Walter de Gruyter,Berlin,1981,302,Agriculture,FSR_9052
63/03,Environmental effects on crop physiology,LANDSBERG J.J. CUTTING  C.V,Academic Press,London,1977,369,Agriculture,FSR_8898
63/05,Agriculture innovation in the early islamic world,WATSON Andrew,Cambridge Univ. Press,Cambridge,1983,254,Agriculture,FSR_12003
63/10,International agricultural research and human nutrition,PINSTRUP-ANDERSEN Per. BERG Alan. FORMAN Martin,Iepri,Rome,1984,326,Agriculture,FSR_17640
63/11,Potatoes for the developing world,CIP,Lima,Perou,1984,150,Agriculture,FSR_17676
63_64_/09,Agriculture au Maroc,ELLHYARI Thami,Okad,Casablanca,1987,499,Agriculture,FSR_18268
641.1/01,L'alimentation par les plantes,CARLES Jules,Puf,Paris,1974,128,Aliments au point de vue de leur propriété,FSR_1306
641.1/02,L'alimentation par les plantes,CARLES Jules,Puf,Paris,1974,128,Aliments au point de vue de leurs propriété,FSR_2241
641.1/03,Evaluation des additifs alimentaires,  ,Fao,Rome,1972,44,Aliments au point de vue de leurs propriété,FSR_3162
641.1/04,Evaluation de certains additifs alimentaires,FAO,Fao,Rome,1976,35,Aliments au point de vue de leurs propriété,FSR_2674
641.1/05,"Evaluation de certains additifs alimentaires et des contaminants: mercure, plomb et cadium",  ,Fao,Rome,1972,34,Aliments au point de vue de leurs propriété,FSR_2675
641.1/06,Evaluation de certains additifs alimentaires,  ,Fao,Rome,1975,24,Aliments au point de vue de leurs propriété,FSR_3163
641.1/07,Normes d'identité et de pureté et évaluation toxicologique des additifs alimentaires: divers antibiotiques,  ,Fao,Rome,1969,55,Aliments au point de vue de leurs propriété,FSR_2664
641.1/08v1,Introduction à la biochimie et à la technologie des aliments. vol 1,CHEFTEL Jean-Claude. CHEFTEL Henri,Technique Documentaire,Paris,1976,386,Aliments au point de vue de leurs propriété,FSR_9280
641.1/08v2,Introduction à la biochimie et à la technologie des aliments. vol2,CHEFTEL Jean-Claude. CHEFTEL Henri,Technique Documentaire,Paris,1976,424,Aliments au point de vue de leur propriété,FSR_9281
641.5/03,Technique de la cuisine,LERY François,Puf,Paris,1972,128,"Aliments -préparation des aliments, rapas",FSR_1503
641.5/04,La gastronomie,COURTINE Robert-J,Puf,Paris,1970,136,Aliments. préparation des aliments,FSR_2246
644/01,Les chauffages des habitations,MISSENARD André,Puf,Paris,1971,128,Installations pour la salubrité et le,FSR_2228
64.02/01,L'industrie hôtelière,GAUTIER Marcel,Puf,Paris,1970,128,Types d'administration ménagère,FSR_1309
654.02/01,Les formes de la communication,DURAND Jacques,Dunod,Paris,1981,216,"Marche et itinéraire, éventualités divers",FSR_8052
654.02/02,L'accès à la communication : quelques modèles occidentaux de média communautaires,BERRIGAN Frances J,Unesco,Paris,1977,264,Marche et itinéraire,FSR_5873
654.02/03,Vers des politiques réalistes de la communication: exposé et analyse de tendances et conceptions récentes,LEE John A. R,Unesco,Paris,1976,68,Télécommunications,FSR_5848
654.02/04,Systèmes nationaux de communication: questions de politiques et options,UNESCO,Unesco,Paris,1975,40,Télécommunications,FSR_5793
654.02/05,La formation des professionnels de la communication,  ,Unesco,Paris,1975,48,Télécommunications,FSR_5788
654.02/06,Les communications spatiales et les moyens de grande information,  ,Unesco,Paris,1963,28,Télécommunications,FSR_5787
654.02/07,Accès: la technologie et l'accès aux médias,WEBSTER B. R,Unesco,Paris,1976,64,Télécommunications,FSR_5786
654.19/01,Grandeurs et faiblesses de la radio,TARDIEU Jean,Unesco,Paris,1969,224,Radiodiffusion,FSR_5812
654.19/02,Guide pratique de la production radiophonique,ASPINALL Richard,Unesco,Paris,1972,170,Radiodiffusion,FSR_5813
654.19/03,La radiodiffusion par satellites,  ,Unesco,Paris,1971,68,Radiodiffusion,FSR_5817
654.1/01,Le téléphone,MONTMANEIX Michel-G,Puf,Paris,1974,128,Télécommunications,FSR_1359
654.1/02,La télévision en couleur,GUILLIEN Robert,Puf,Paris,1978,128,Télécommunications,FSR_2209
654.1/03,La télévision,GRIVET Pierre. MERRENG Pierre,Puf,Paris,1974,128,Télécommunications,FSR_2208
654.1/04,Radiodiffusion et télévision,MATRAS Jean-Jacques,Puf,Paris,1978,128,Télécommunications,FSR_2207
654.1/05,Radiodiffusion et télévision,MATRAS Jean-Jacques,Puf,Paris,1978,128,Télécommunications,FSR_1172
654.1/06,L'audio-visuel,MATRAS Jean-Jacques,Puf,Paris,1974,128,Télécommunications,FSR_2019
654.1/08,La télévision et l'éducation sociale des femmes,FOUGETROLLAS Pierre,Unesco,Paris,1967,48,"Télégraphie, téléphonie, télévision",FSR_5822
654.1/09,Radiotechnique et télévision,GRABOWSKI Bogdan,Bordas,Paris,1977,202,"Télégraphie, téléphonie, télévision",FSR_3238
654.1/10,Les réseaux pensants: télécommunications et société,GIRAUD Alain. MISSIKA Jean-Louis. WOLTON Sominique,Masson,Paris,1978,288,"Télégraphie, téléphonie, télévision",FSR_3388
654/01,Technologie culture et communication,MATTELART Armand. STOURDZE Yves,D.f,Paris,1982,216,Télécommunications,FSR_13126
655.1/01,L'imprimerie,MARTIN Gérard,Puf,Paris,1979,128,Imprimerie en général,FSR_2251
655.1/02,Petites imprimeries et techniques modernes,JAUNEAU Roger,Unesco,Paris,1979,112,"Imprimerie en général, invention de l'art",FSR_7470
655.1/03,Histoire du livre,LABARRE Albert,Puf,Paris,1979,128,Imprimerie en général,FSR_2249
655/01,Histoire du livre: voie royale de l'esprit humain,CUVELIER Fernand,Rocher,Monaco,1982,304,Industrie du livre,FSR_11135
656.01/01,Application des techniques modernes du transport à la mise en valeur des ressources minérales,  ,Nations Unies,New york,1977,184,Organisation générale,FSR_3001
656.079/01,Agence et associations de voyages,LANQUAR Robert,Puf,Paris,1979,128,Agence de voyage,FSR_2745
656.56/01,Les pipelines,GANTIER Gilbert. GAMBART E,Puf,Paris,1977,128,Transports de liquide par canalisations,FSR_2210
656.7/01,Les aéroports,COT Pierre,Puf,Paris,1972,128,Transport aérien,FSR_2222
657.1.08/01,"Les états financiers anglo-saxons et leur interprétation: bilans, comptes d'exploitation et de pertes",GENDROT Guy,Bordas,Paris,1983,145,Comptables,FSR_13897
657.4/01,Comptabilité analytique et gestion,LAUZEL Pierre,Sirey,Paris,1977,402,"Comptes, plans comptables",FSR_6376
657.4/02,Les salaires,DUMONT Jacques. CLIQUET Maurice,Sirey,Paris,1979,363,"Comptes, comptabilité analytique d'exploitation",FSR_6368
657.4/03,Prix de revient et comptabilité de gestion,MOTAIS De Narbonne,Bordas,Paris,1975,232,"Comptes, plans comptables",FSR_9364
657.6/01,Analyse des coûts et de gestion,BURLAUD A. SIMON C,Librairie,Paris,1981,321,Vérifications et expertises comptable,FSR_11147
657/01,Théorie et pratique comptable,DALSACE André THIBAULT. Gaston,Puf,Paris,1974,128,Comptabilité,FSR_1144
657/02,Les comptabilités nationales,GULMANN Henri,Puf,Vendôme,1978,128,Comptabilité,FSR_1232
657/03,Les comptabilités nationales,GULMANN Henri,Puf,Vendôme,1978,128,Comptabilité,FSR_1829
657/04,La comptabilité,FOURASTIE Jean,Puf,Paris,1976,128,Comptabilité,FSR_1143
657/05,Développements récents de la comptabilité: théorie et pratique,REY Françoise,Cnrs,Paris,1979,344,Comptabilité,FSR_9894
658_64_/01,La gestion des entreprises publiques au Maroc,  ,Imp. Fédala,Mohammedia,1979,340,"Organisation des entreprises, techniques",FSR_6375
658_64_/02,Les entreprises publiques au Maroc et leur participation au développement,EL MIDAOUI Ahmed,Impression,Casablanca,1981,661,Organisation des entreprises,FSR_8762
658.115/01,Le dépérissement des entreprises publiques,FRANçOIS-MARSAL F,C. Lévy,Mayenne,1973,357,Entreprises publiques nationalisées,FSR_11682
658.153/01,L'argent,GALBRAITH John Kenneth,Gallimard,Paris,1976,506,"Disponibilités courantes, argent liquide",FSR_11920
658.15/01,La gestion financière de l'entreprise.t1 les techniques et l'analyse financière,CONSO Pierre,Bordas,Paris,1981,336,Gestion financière privée,FSR_11207
658.15/02,Evaluation de l'entreprise et coût du capital,VAILHEN C. A,Vuibert,Paris,1981,144,Direction financière des entreprises,FSR_11144
658.15/03,La gestion financière de l'entreprise: la politique financière. t2,CONSO Pierre,Bordas,Paris,1981,712,Gestion financière privée,FSR_11208
658.15/04,Gestion des entreprises d'assurance: mécanismes économiques et financiers,VALIN Gérard,Dunod,Paris,1983,203,Gestion financière privée,FSR_13553
658.2/01,La micro-informatique et l'immobilier,SARRABEZOLLES Bernard,Eyrolles,Paris,1984,194,"Installations, bâtiments, moyens matériels",FSR_14548
658.386/01,Conception et contrôle d'un programme de formation pour adulte,  ,Cnrs,Paris,1977,144,"Apprentissage, formation",FSR_9821
658.3/01,Les cadres,DOUBLET Jacques. PASSELECQ Olivier,Puf,Paris,1973,128,Personnel . facteur humainn relations humain,FSR_1819
658.3/02,La sélection des cadres,LAVOEGLIE Madeleine,Puf,Paris,1974,128,"Personnel, facteur humainn, relations humain",FSR_1536
658.3/03,La sélection des cadres,LAVOEGLIE Madeleine,Puf,Paris,1974,128,"Personnel, facteur humainn, relations humain",FSR_1818
658.3/04,Le perfectionnement des cadres,VATIER Raymond. LIETARD Bernard,Puf,Paris,1974,128,"Personnel, facteur humainn, relations humain",FSR_1193
658.52/01,L'atelier de demain: perspectives de l'automatisation flexible,BESSON Patrick,Pul,Lyon,1983,188,Types de fabrication,FSR_14536
658.562/01,Process quality control: troubleshooting and interpretation of data,OTT Ellis,Internationl student,Tokyo,1975,368,"Surveillance, contrôle du fonctionnement",FSR_9956
658.5/01,La fiabilité,CHAPOUILLE Pierre,Puf,Paris,1972,128,Organisation de la production,FSR_2121
658.5/02,Introduction à la planification de l'entretien dans l'industrie,  ,Nations Unies,New york,1976,93,Groupements d'entreprises en général,FSR_2967
658.82/01,Marketing des services publics: l'étude des besoins de la population,BON Jérôme. LOUPPE Albert,d'Organisation,Paris,1980,204,Moyens pour favoriser la vente,FSR_7002
658.82/02,Les études de marchés,BOUQUEREL Fernand,Puf,Paris,1975,128,Moyens pour favoriser la vente,FSR_1834
658.82/03,Marketing,HELFER J-P. ORSONI J,Vuibert,Paris,1981,510,Moyens pour favoriser la vente,FSR_11146
658.82/04,Le marchandising techniques modernes du commerce de détail,FADY A. SERET M,Vuibert,Paris,1981,201,Moyens pour favoriser la vente,FSR_11148
658.8/01,Distribution: croissance et concentration,BROSSELIN C,Vuibert,Paris,1981,122,"Distribution, vente, placement",FSR_11149
658/02,Gestion financière de l'entreprise,DEPALLENS Georges,Sirey,Paris,1980,728,Organisation des entreprises,FSR_6377
658/03,La dynamique du contrôle de gestion,KHEMAKHEM Abdellatif,Bordas,Paris,1976,588,"Organisation des entreprises, technique",FSR_6372
658/04,Contrôle de gestion et budgets,LAUZEL Pierre,Sirey,Paris,1974,454,Organisation des entreprises,FSR_6378
658/05,Management: principes et méthodes de gestion,KOONTZ Harold. O'DONNELL Cyril,Mc Graw-Hill,New york,1980,618,Organisation des entreprises,FSR_6374
658/06,"Crise, puissance, perspectives de la sidérurgie mondiale",STORA Benjamin,Economica,Paris,1979,299,Organisation des entreprises,FSR_6705
658/07,L'entreprise et la vie internationale,LE PAN de Ligny Gera,Dalloz,Paris,1975,294,"Organisation des entreprises, techniques",FSR_9163
658/08,Gestion internationale de l'entreprise,  ,Dalloz,Paris,1978,374,"Organisation des entreprises, techniques",FSR_9164
658/09,Finance d'entreprise logique et politique,VERNIMMEN Pierre,Dalloz,Paris,1976,402,Organisation des entreprises,FSR_9162
658/11,Gestion prévisionnelle de l'ingénierie,NASSER Frank,Technip,Paris,1971,656,Organisation des entreprises,FSR_8637
658/12,La gestion des entreprises nationalisées,BERTHOMIEU Claude,Puf,Paris,1970,381,"Organisation des entreprises, techniques",FSR_12067
658/13,Le management est-il un art japonais ? ,PASCALE R.T. ATHOS A.G,d'Organisation,Paris,1984,190,"Organisation des entreprises, techniques",FSR_14542
658/14,Understanding organizations,HANDY Charles,Penguin,Handay,1981,460,Organisation des entreprises,FSR_12934
659.12/01,"Langage, image, média",DAVIS Howard. WALTON Paul,Basil blackwell,Oxford,1983,313,Publicité,FSR_10984
659.1_520_/08,La publicité au Japon: image de la société,KANEHISA Tching,Maisonneuve/ Larose,Paris,1984,168,Gestion et organisation de l'industrie,FSR_16697
659.1/01,La sociologie de la publicité,LAGNEAU Gérard,Puf,Paris,1977,128,"Publicité, information, relations publique",FSR_1258
659.1/02,La publicité,DE Plas bernard. VERDIER Henri,Puf,Paris,1979,128,"Publicité, information, relations publique",FSR_1836
659.1/03,Pratique de la publicité,HAAS C.R,Dunod,Paris,1979,515,Publicité,FSR_9257
659.1/04,La publicité dans l'action commerciale,PIQUET S,Vuibert,Paris,1981,189,Publicité,FSR_11145
659.1/05,Les chemins de la persuasion,KAPFERER Jean-Noel,Bordas,Paris,1978,350,Publicité,FSR_13100
659.1/06,L'espace public: archéologie de la publicité comme dimension constitutive de la société bourgeoise,HABERMAS Jurgen,Payot,Paris,1978,328,Publicité,FSR_13885
659.1/07,L'enfant et la publicité: les chemins de la séduction,KAPFERER Jean-Noel,Bordas,Paris,1985,202,La publicité,FSR_16517
659.2/01,Transfert de l'information scientifique dans un milieu de recherche,BORNES Christian,La Documentation française,Paris,1980,212,"Informations, renseignement, consultation",FSR_7104
659.2/02,Unisist: étude sur la réalisation d'un système mondial d'information scientifique,ONU,Unesco,Paris,1971,184,"Informations, renseignement, consultations",FSR_330
659.2/03,Les fonctionnaires de la vérité: l'information dans les pays de l'Est,LENDVAI Paul,R. Laffont,Paris,1980,350,Informations,FSR_11943
659.3_73_/01,Les  mass média  aux Etats-Unis.,BERTRAND Claude-Jean,Puf,Paris,1974,128,Publicité information relations publique,FSR_1753
659.3_73_/02,Les mass média aux Etats-Unis,BERTRAND Claude-Jean,Puf,Paris,1974,128,"Publicité, information, relations publique",FSR_1266
659.3/03,"L'information radiotélévisée: principes, exemples, applications",E.GARVEY Daniel,Nouveaux Horizons,Paris,1982,270,Information du grand public,FSR_15472
659/01,L'information dans les entreprises des organisations,GONDRAND François,d'Organisation,Paris,1981,363,Information,FSR_9416
65.012.122/01,Précis de recherche opérationnelle,FAURE-Robert,Dunod,Paris,1900,472,Recherche opérationnelle,FSR_778
65.012.122/02,"Chemins et flots, ordonnancements",FAURE Robert. RAUCAIROL CATHERINE,G.Villars,Paris,1976,233,Recherche opérationnelle,FSR_775
65.012.122/03,"Processus stochastiques, leur graphes, leurs usages",CHRETIENNE Philippe. FAURE Robert,G.Villars,Paris,1974,134,Recherche opérationnelle,FSR_776
65.012.122/04,Fiabilité et renouvellement des équipements,FAURE Robert. LAURIERE Jean-louis,G.Villars,Paris,1974,136,Recherches concernant les délais,FSR_777
65.012.122/05,Problèmes de la recherche scientifique et technologie: les hommes et les groupes,RIBEREAU-GAYON J,Dunod,Paris,1972,220,Recherches concernant les délais,FSR_8058
65.012.122/06,Méthodes et modèles de la recherche opérationnelle t1,KAUFMANN A,Dunod,Paris,1972,538,Recherche opérationnelle,FSR_8577
65.012.122/07,Méthodes et modèles de la recherche opérationnelle t2,KAUFMANN A,Dunod,Paris,1972,544,Recherche opérationnelle,FSR_8592
65.012.122/08,Méthodes et modèles de la recherche opérationnelle t3,KAUFMANN A. HENRY-LABORDERE A,Dunod,Paris,1974,400,Recherche opérationnelle,FSR_9155
65.012.122/09,Précis de recherche opérationnelle,FAURE Robert,Dunod,Paris,1979,472,Recherche opérationnelle,FSR_3257
65.012.122/10,Exercices et problèmes de recherche opérationnelle,DESBAZEILLE Gérard,Dunod,Paris,1976,346,Recherches concernant les délais,FSR_3448
65.015.1/01,L'ergonomie,LAVILLE Antoine,Puf,Vendôme,1976,128,"Aménagement du travail, simplification",FSR_1542
