Cote,Titre,Auteur,Editeur,Lieu,Annee,Nb pages,Matière,Inventaire
621.31/05,محطات الطاقة الكهربائية 2,"شكري كردي, فؤاد",منشورات جامعة حلب,حلب,1992.0,312,الطاقة الكهربائية,FSR_26367
30_44/01,علم الاجتماع الفرنسي المعاصر,"شكري, علياء",دار الكتاب,القاهرة,1979.0,316,علم الاجتماع,FSR_9457
301.16/12,الإتجاهات المعاصرة في دراسة الأسرة,"شكري, علياء",دار المعارف,القاهرة,1981.0,344,علم الإجتماع الأسري,FSR_23662
008/40,"ثقافتنا بين ""نعم"" و""لا""","شكري, غالي",دار العربية للكتاب,بيروت,1984.0,254,الثقافة,FSR_17061
009/38,مذكرات ثقافية تحتضر,"شكري, غالي",الدار العربية للكتاب,ليبيا - تونس,1984.0,432,الثقافة,FSR_17134
1:297/40,سلامة موسى وأزمة الضمير العربي,"شكري, غالي",دار الطليعة,بيروت,1975.0,204,فلسفة: الفكر العربي الحديث,FSR_15773
1:297/40 مكرر,سلامة موسى وأزمة الضمير العربي,"شكري, غالي",دار الآفاق الجديدة,بيروت,1983.0,225,فلسفة: الفكر العربي الحديث,FSR_19725
1_927/30,النهضة والسقوط في الفكر المصري الحديث,"شكري, غالي",دار الطليعة,بيروت,1978.0,351,فلسفة: الفكر العربي الحديث,FSR_9541
1_927/30 مكرر,النهضة والسقوط في الفكر المصري الحديث,"شكري, غالي",الدار العربية للكتاب,ليبيا - تونس,1983.0,358,فلسفة: الفكر العربي الحديث,FSR_17056
32/60,البجعة تودع الصياد,"شكري, غالي",دار الافاق الجديدة,بيروت,1981.0,254,علوم سياسية,FSR_20310
82.09/55,شعرنا الحديث... الى اين?,"شكري, غالي",دار الافاق الجديدة,بيروت,1978.0,274,النقد الادبي,FSR_5455
82.09/68,سوسيولوجيا النقد العربي الحديث,"شكري, غالي",دار الطليعة,بيروت,1981.0,279,النقد الأدبي,FSR_11721
82.09/68 مكرر,سوسيو لوجيا النقد العربي الحديث,"شكري, غالي",دار الطليعة,بيروت,1981.0,279,النقد الادبي,FSR_19707
82.091/31,ثورة المعتزل : دراسة في أدب توفيق الحكيم,"شكري, غالي",دار الآفاق الجديدة,بيروت,1982.0,335,دراسة أدبية,FSR_10685
82.091/32,المنتمي : دراسة في أدب نجيب محفوظ,"شكري, غالي",دار الآفاق الجديدة,بيروت,1982.0,462,دراسة أدبية,FSR_8985
82-31/04,معنى المأساة في الرواية العربية. 1 - رحلة العداب,"شكري, غالي",دار الآفاق الجديدة,بيروت,1980.0,286,الرواية,FSR_9755
82-31/06,مواويل الليلة الكبيرة,"شكري, غالي",دار الطليعة,بيروت,1985.0,218,الرواية,FSR_15855
82-31/75,أزمة الجنس في القصة العربية,"شكري, غالي",دار الآفاق الجديدة,بيروت,1978.0,352,الرواية,FSR_6920
82-82/08,يوم طويل في حياة قصيرة,"شكري, غالي",دار الآفاق الجديدة,بيروت,1978.0,243,مقالات مختلفة,FSR_15765
82-82/08 مكرر,يوم طويل في حياة قصيرة,"شكري, غالي",دار الافاق الجديدة,بيروت,1978.0,243,مقالات مختلفة,FSR_20197
82-82/32,إنهم يرقصون ليلة رأس السنة,"شكري, غالي",دار الآفاق الجديدة,بيروت,1980.0,685,مقالات مختلفة,FSR_20311
82-83/04,مرآة المنفى: أسئلة في ثقافة النفط والحرب,"شكري, غالي",رياض الريس للكتب والنشر,لندن,1989.0,234,حوارات حول مواضيع مختلفة,FSR_21069
82-9/02,أدب المقاومة,"شكري, غالي",دار الأفاق الجديدة,بيروت,1979.0,484,الأنواع الأدبية المختلفة,FSR_7153
82-9/04,الماركسية والادب,"شكري, غالي",المؤسسة العربية للدراسات والنشر,بيروت,1979.0,190,الأنواع الأدبية المختلفة,FSR_15787
82.09/94,برج بابل: النقد والحداثة الشريدة,"شكري, غالي (إعداد)",رياض الريس للكتب و النشر,لندن,1989.0,241,النقد الادبي,FSR_21068
82.09/95,نجيب محفوظ: إبداع نصف قرن,"شكري, غالي (إعداد)",دار الشروق,القاهرة,1989.0,263,النقد الأدبي,FSR_19979
336/02,موازنة الظل اعداد موازنة البرامج في ظل موازنة البنود دراسة تطبيقية,"شكري, فهمي محمود",جامعة الدول العربية,عمان,1981.0,113,المالية العامة,FSR_12390
351/10,موازنة الظل: إعداد موازنة البرامج في ظل موازنة البنود دراسة تطبيقية,"شكري, فهمي محمود",جامعة الدول العربية,عمان,1981.0,112,التنظيمات الإدارية,FSR_28224
341/14,المدخل الى القانون الدولي العام وقت السلم,"شكري, محمد عزيز",دار الفكر,دمشق,1983.0,438,القانون الدولي,FSR_23991
22/03,"مقارنة الأديان 2. : المسيحية وملحق عن : ""قضية الألوهية"" كنمودج للمقارنة بين قضايا الأديان","شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1973.0,256,الديانة المسيحية,FSR_4638
294/01,"مقارنة الأديان : 4 أديان الهند الكبرى, الهندوسية, الجينية, البودية","شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1972.0,222,مقارنة الأديان,FSR_4640
296/01,مقارنة الأديان. 1 : اليهودية,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1973.0,358,الديانة اليهودية,FSR_4637
297.9:008/01 ج1,موسوعة النظم والحضارة الإسلامية: تاريخ المناهج الإسلامية,"شلبي, أحمد",مكتبة النهضة,القاهرة,1984.0,182,حضارة إسلامية : مناهج التعليم,FSR_25266
297.9:008/02 ج2,موسعة النظم والحضارة الإسلامية: الفكر الإسلامي منابعه وآثاره,"شلبي, أحمد",مكتبة النهضة,القاهرة,1984.0,206,حضارة إسلامية : الفلسفة والفكر الإسلامي,FSR_25267
297.9:008/03 ج3,موسوعة النظم والحضارة الإسلامية: السياسة في الفكر الإسلامي,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1983.0,250,حضارة إسلامية : السياسة,FSR_25268
297.9:008/04 ج4,موسوعة النظم والحضارة الإسلامية: الإقتصاد في الفكر الإسلامي,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1983.0,385,حضارة إسلامية : الإقتصاد,FSR_25269
297.9:008/05 ج5,موسوعة النظم والحضارة الإسلامية: التربية الإسلامية: نظمها - فلسفتها - تاريخها,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1982.0,221,حضارة إسلامية : علوم التربية,FSR_25270
297.9:008/06 ج6,موسوعة النظم والحضارة الإسلامية: المجتمع الإسلامي: أسس تكونيه - أسباب ضعفه - وسائل نهضته,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1983.0,343,حضارة إسلامية : المجتمع الإسلامي,FSR_25271
297.9:008/07 ج7,"موسوعة النظم والحضارة الإسلامية. الحياة الإجتماعية في التفكير الإسلامي: مباحت إجتماعية في نطاق الأسرة, وفي نطاق المجتمع","شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1981.0,327,حضارة إسلامية : الأسرة والمجتمع,FSR_25272
297.9:008/08 ج8,موسوعة النظم والحضارة الإسلامية: التشريع والقضاء في الفكر الإسلامي: مع بحوث واسعة عن مصادر التشريع وبخاصة عن القرآن الكريم,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1989.0,328,حضارة إسلامية : القضاء والتشريع,FSR_25273
297.9:008/09 ج9,موسوعة النظم والحضارة الإسلامية: الجهاد والنظم العسكرية في التفكير الإسلامي,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1983.0,129,حضارة إسلامية : الجهاد وسياسة الحرب,FSR_25274
297.9:008/10 ج10,موسوعة النظم والحضارة الإسلامية: رحلة الحياة,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1982.0,334,حضارة إسلامية : بيوغرافيا,FSR_25275
297/01,مقارنة الأديان .3 :الإسلام,"شلبي, أحمد",مكتبة النهضة المصرية,القاهرة,1973.0,274,الإسلام,FSR_4639
82-1_أن/38,البيئة الأندلسية وأثرها في الشعر : عصر ملوك الطوائف,"شلبي, سعد إسماعيل",دار نهضة مصر,القاهرة,1978.0,583,الأدب الأندلسي,FSR_7831
297.95/21,الشيوعية والشيوعيون في ميزان الإسلام,"شلبي, عبد الجليل",دار الشروق,القاهرة,1976.0,301,الإسلام والقضايا العالمية المعاصرة,FSR_4552
297.6/13,محمد والجهاد,"شلبي, محمد",الدار التونسية,تونس,1973.0,190,السيرة النبوية,FSR_4551
297.41/17,أصول الفقه الإسلامي. الجزء الأول : المقدمة التعريفية بالأصول وأدلة الأحكام وقواعد الإستنباط,"شلبي, محمد مصطفى",دار النهضة العربية,بيروت,1978.0,573,أصول الفقه,FSR_7064
297.41/41,أحكام الأسرة في الإسلام : دراسة مقارنة بين فقه مذاهب السنية والمذهب الجعفري والقانون,"شلبي, محمد مصطفى",دار النهضة العربية,بيروت,1977.0,863,الفقه الإسلامي - العلوم القانونية,FSR_7063
297.6/07,شخصية محمد,"شلبي, محمود",الدار التونسية للنشر,تونس,1972.0,206,السيرة النبوية,FSR_4694
297.7/16,حياة صلاح الدين,"شلبي, محمود",دار الجيل,بيروت,1980.0,183,تراجم وأعلام,FSR_15895
297.417/01,الفتاوي : دراسة لمشكلات المسلم المعاصر في حياته اليومية العامة,"شلتوت, محمود",دار الشروق,القاهرة,1975.0,461,الفتاوي,FSR_4577
297.43/16,الإسلام : عقيدة وشريعة,"شلتوت, محمود",دار الشروق,القاهرة,1977.0,551,التشريع الإسلامي,FSR_577
32/75,سلسلة الأعمال المجهولة : جمال الدين الأفغاني,"شلش, علي",رياض الرئيس للكتب والنشر,لندن,1987.0,249,علوم سياسية,FSR_21040
32/76,سلسلة الأعمال المجهولة: محمد عبده,"شلش, علي",رياض الرئيس للكتب والنشر,لندن,1987.0,154,علوم سياسية,FSR_21023
82-32/29,مصطفى لطفي المنفلوطي,"شلش, علي",رياض الرئيس للكتب والنشر,لندن,1987.0,161,القصة,FSR_21042
398.9/02,معجم حكمة العرب: أهم الحكم العربية الخالدة مرتبة في موضوعات,"شلق, أمل (إعداد)",دار الكتب العلمية,بيروت,1991.0,436,حكم,FSR_23992
18.01/09,العقل في التراث الجمالي عند العرب,"شلق, علي",دار المدى للطباعة والنشر,بيروت,1985.0,488,علم الجمال,FSR_18565
297.94/05,العقل في مجرى التاريخ (قبل الاسلام وبعده),"شلق, علي",دار المدى,بيروت,1985.0,191,الإسلام والفكر الفلسفي : العقل في الإسلام,FSR_18445
32_297/01,العقل السياسي في الإسلام,"شلق, علي",دار المدى,بيروت,1985.0,179,علوم سياسية,FSR_18582
82.091/17,نقاط التطور في الأدب العربي,"شلق, علي",دار القلم,بيروت,1975.0,678,دراسة أدبية,FSR_15922
93_927/42,اشكاليات التوحد والانقسام,"شلق, فضل",المركز الإسلامي للبحوث,بيروت,1987.0,240,تاريخ العرب,FSR_18783
537/06,الكهرباء والمغناطيسية,"شنكجي, جان",مديرية الكتب والمطبوعات الجامعية,حلب,1990.0,608,الكهرباء - المغناطيسية,FSR_26373
82-34_871/01,الأساطير اليونانية: مدخل إلى علم الحضارة,"شنودة, سامي",دار اليسر,الدار البيضاء,1988.0,165,الأساطير اليونانية,FSR_19932
72/02,المنظور الهندسي,"شنيارة, بول",مطبعة دار الكتاب,دمشق,1990.0,193,الهندسة المعمارية,FSR_25797
623.4_091/01,تاريخ الفنون العسكرية,"شنيدر, فرنان",منشورات عويدات,بيروت,1970.0,135,تاريخ المعدات الحربية,FSR_7891
956.93/13,دور لبنان في تاريخ الحرير,"شهاب, موريس",منشورات الجامعة اللبنانية,بيروت,1968.0,75,تاريخ لبنان,FSR_21431
615/05 ج1,علم العقاقير النباتات الطبية,"شهاب, هيام",منشورات جامعة دمشق,دمشق,1993.0,500,الصيدلة,FSR_24453
615/05 ج2,علم العقاقير النباتات الطبية,"شهاب, هيام",جامعة دمشق,دمشق,1992.0,391,الصيدلة,FSR_24341
347.6_64/01 ج1,شرح مدونة الاحوال الشخصية المغربية. الجزء الأول: الزواج -الطلاق -الولادة ونتائجها,"شهبون, عبد الكريم",مكتبة المعارف,الرباط,1987.0,495,قانون الاحوال الشخصية,FSR_18358
347.6_64/01 ج2,شرح مدونة الاحوال الشخصية المغربية. الجزء الثاني: النيابة الشرعية والأهلية والوصية والميراث,"شهبون, عبد الكريم",مكتبة المعارف,الرباط,1987.0,503,قانون الاحوال الشخصية,FSR_18359
575/03,علم الوراثة,"شهلا, جرجس",جامعة دمشق,دمشق,1986.0,255,الوراثة,FSR_25982
82-1_حد/49,العودة إلى شوقي أو بعد خمسين عاما,شهيد عرفان,عرفان شهيد,بيروت,1986.0,566,الأدب الحديث,FSR_18823
32/05,تاريخ الفكر السياسي: من المدينة الدولة إلى الدولة القومية,"شوفالييه, جان جاك",المؤسسة الجامعية للدراسات والنشر والتوزيع,بيروت,1993.0,556,علوم سياسية,FSR_26964
32_091/02,تاريخ الفكر السياسي,"شوفالييه, جان جاك",المؤسسة الجامعية للدراسات والنشر والتوزيع,بيروت,1985.0,556,علوم سياسية,FSR_18546
325.3/03,عملية الليطاني: رواية العدو الصهيوني عن حرب الجنوب - مارس 1978,"شوفاني, إلياس",مجلة فلسطين المحتلة,بيروت,1978.0,328,السياسة الاستعمارية,FSR_23258
37/32,بناء منهج للرياضيات: للصفوف الأول والثاني والثالث الإبتدائية. دراسة تجريبية,"شوق, أحمد",مكتب التربية العربي لدول الخليج,الرياض,1986.0,145,مناهج وطرق التدريس: الرياضيات,FSR_17744
82-1/82 ج1,الشوقيات,"شوقي, أحمد",دار الكتاب العربي,بيروت,1986.0,199,ديوان شعري,FSR_20244
82-1/83 ج2,الشوقيات,"شوقي, أحمد",دار الكتاب العربي,بيروت,1986.0,219,ديوان شعري,FSR_20245
321.7/06,"نحن والآخر - حوار الشهر""6"" مع ناصر الدين الاسد","شومان, عبد الحميد",منتدى عبد الحميد شومان الثقافي,عمان,1998.0,67,الديمقراطية,FSR_28658
82.09/37,في الادب الفلسفي,"شيا, محمد شفيق",مؤسسة نوفل,بيروت,1986.0,291,النقد الادبي,FSR_18349
82-96/03,فلسفة ميخائيل نعيمة : تحليل ونقد,"شيا, محمد شفيق",منشورات بحسون الثقافية,بيروت,1979.0,429,الأدب الفلسفي,FSR_9731
330.18/14,البناء الاقتصادي للمشروع: دراسة في اقتصاديات المشروعات من خلال النظم الإقتصادية المقارنة: المشروع الرأسمالي - المشروع الإشتراكي - المشروع الدولي,"شيحة, رشدي",الدار الجامعية للطباعة والنشر,بيروت,1980.0,540,النظريات الاقتصادية,FSR_23196
330.1/07,مبادئ الإقتصاد,"شيحة, مصطفى رشدي",الدار الجامعية,بيروت,1981.0,453,الإقتصاد السياسي,FSR_22499
330.1/08,محاضرات في الإقتصاد العام,"شيحة, مصطفى رشدي",الدار الجامعية,بيروت,1986.0,176,الإقتصاد السياسي,FSR_22564
336.2/05,التشريع الضريبي:ضرائب الدخل,"شيحة, مصطفى رشدي",الدار الجامعية,بيروت,1988.0,379,الضرائب,FSR_23195
297.126/25,التعبير الفني في القرآن,"شيخ أمين, بكري",دار الشروق,بيروت,1976.0,314,القرآن : توضيح البيان,FSR_2522
297.126/25 مكرر,التعبير الفني في القرآن,"شيخ أمين, بكري",دار الشروق,بيروت,1976.0,314,القرآن : توضيح البيان,FSR_4707
82-1_قد/05,مطالعات في الشعر المملوكي والعثماني,"شيخ أمين, بكري",دار الآفاق الجديدة,بيروت,1979.0,341,الأدب القديم,FSR_7169
330.11/25,التحليل الجزئي,"شيخ بندر, إبراهيم",مديرية الكتب والمطبوعات الجامعية,حلب,1991.0,259,الظواهر والأهداف الإقتصادية,FSR_25717
82-84/01,من حصاد الفكر العالمي,"شيخاني, سمير",دار الآفاق الجديدة,بيروت,1979.0,325,الأمثال والحكم,FSR_6910
62-34/06 ج2,التحكم الآلي. الجزء التاني,"شيخو, شيخو",جامعة دمشق,دمشق,1982.0,420,الهندسة الميكانيكية: التحكم الآلي,FSR_26175
338.93/28,كيف تصبح صاحب مشروع ناجح?,"شيفسكي, لويد",مركز الأهرام للترجمة والنشر,القاهرة,1997.0,222,المقاولات,FSR_28512
330.18/07,نحو طريق تالث في الاقتصاد,"شيك, أوتا",المؤسسة الجامعية,بيروت,1986.0,195,النظريات الاقتصادية,FSR_18522
82-31/71,الرجل الذي لا ظل له,"شيكر, محمد",مطبعة المعارف الجديدة,الرباط,1991.0,212,الرواية,FSR_23236
621.313/09 ج2,القيادة الآلية الكهربائية . الجزء الثاني,"شيليكين, م",جامعة حلب,حلب,1980.0,346,الآلات الكهربائية: القيادة,FSR_26344
297/45,كيف نفهم الإسلام,"شيون, فريتجوف",دار الأداب,بيروت,1978.0,176,الإسلام,FSR_4794
297/45 مكرر,كيف نفهم الإسلام,"شيون, فريتجوف",دار الآداب,بيروت,1982.0,175,الإسلام,FSR_19695
397/01,"التغير الحضاري في مجتمع إفريقي: دراسة انتروبولوجية لقبائل الأزندي ""نيام نيام"" ومشروعات توطينها","صابر, محي الدين",المكتبة العصرية,بيروت,1987.0,631,الأنثربولوجيا,FSR_19949
576.8/05,علم الاحياء الدقيقة,"صادق, شريف",جامعة البحث,سوريا,1993.0,220,علم الاحياء المجهرية,FSR_25731
327.5/34,الصواريخ أم الخبز,"صادوفسكي, يحي م",مركز الأهرام للترجمة والنشر,القاهرة,1994.0,152,المنازعات الدولية,FSR_28506
32/46,صراع الاسلام والبترول في إيران,"صاغية, حازم",دار الطليعة,بيروت,1978.0,147,علوم سياسية,FSR_14051
32/82,صراع الإسلام والبترول في إيران,"صاغية, حازم",دار الطليعة,بيروت,1978.0,152,العلوم السياسية,FSR_23602
911.3:33/08,جغرافية الزراعة,"صافيتا, محمد ابراهيم",منشورات جامعة دمشق,دمشق,1993.0,294,الجغرافية الإقتصادية,FSR_24461
911.3:33/08 مكرر,جغرافية الزراعة,"صافيتا, محمد ابراهيم",منشورات جامعة دمشق,دمشق,1993.0,286,الجغرافية الإقتصادية,FSR_24513
82-1(ع)/39,شخصية المتنبي في آثارالدارسين,"صالح الشملان, نورة",دار الصافي للثقافة والنشر,الرياض,1990.0,127,الآداب العباسي,FSR_26540
30/15,القرية وسوسيولوجيا الانتقال إلى السوق,"صالح ديب, فرج الله",دار الحداثة,بيروت,1981.0,99,علم الاجتماع,FSR_13926
30/15 مكرر,القرية وسوسيولوجيا الانتقال إلى السوق,"صالح ديب, فرج الله",دار الحداثة,بيروت,1981.0,99,علم الاجتماع,FSR_23617
167/11,بين الهوى والموضوعية في البحوث والترقيات العلمية,"صالح عبد الله, عبد الرحمن",مكتبة البشائر,عمان,1988.0,96,البحث العلمي,FSR_19847
82-31/77,موسم الهجرة إلى الشمال,"صالح, الطيب",دار العودة,بيروت,1969.0,171,الرواية,FSR_2547
535.4/01,فيزياء الحيود,"صالح, سامي مظلوم",الجامعة التكنولوجية,بغداد,1982.0,137,الفيزياء الحيود,FSR_12656
82-1/89,ذكر الورد,"صالح, سنية",رياض الرئس للكتب والنشر,لندن,1988.0,99,ديوان شعري,FSR_21082
301.195/03,المادية التاريخية والوهي القومي هند العرب,"صالح, فرحان",دار الحداثة,بيروت,1981.0,149,المجتمع العربي من خلال المادية التاريخية,FSR_14035
101.9/12,ابن طفيل: قضايا ومواقف,"صالح, مدني",منشورات وزارة الثقافة والإعلام,العراق,1980.0,200,فلسفة,FSR_28007
93_927/34,تاريخ العرب السياسي,"صالح, نجيب",دار اقرأ,بيروت,1985.0,456,تاريخ العرب,FSR_16637
964/238,المغرب واسبانيا خلال القرن السابع عشر,صالحي محمد,منشورات كلية الآداب والعلوم الانسانية,الرباط,1997.0,437,تاريخ المغرب,FSR_29176
327/18,الاردن والفلسطينيون,"صايغ, يزيد يوسف",رياض الرئيس للكتب والنشر,لندن,1987.0,94,العلاقات السياسية الدولية,FSR_21034
621.3/19 ج2,الهندسة الكهربائية . 2 .,"صباغ, محمد توفيق",جامعة دمشق,دمشق,1988.0,264,هندسة كهربائية,FSR_26393
620.9/07,الوقود والزيوت والشحوم,"صبح, علي",جامعة دمشق,دمشق,1993.0,191,الطاقة,FSR_26150
625.1/04,مواصلات السكك الحديدية: قاطرات الديزل,"صبح, علي",مطبعة جامعة دمشق,دمشق,1990.0,395,السكك الحديدية,FSR_26287
31/08,مبادئ الإحصاء والإحتمال,"صبح, محمد",مطبعة المدينة,دمشق,1990.0,243,الإحصاء,FSR_24742
51/01,الرياضيات للفيزياء والكيمياء,"صبح, محمد",جامعة دمشق,دمشق,1993.0,354,الرياضيات,FSR_24564
82.09/67,النقد الأدبي الحديث بين الأسطورة والعلم,"صبحي, محي الدين",الدار العربية للكتاب,طرابلس,1988.0,326,النقد الأدبي,FSR_19974
82.091/86,الكون الشعري عند نزار القباني,"صبحي, محي الدين",دار الطليعة,بيروت,1977.0,293,دراسة أدبية,FSR_5467
801.54/04,نظرية النقد العربي وتطورها الى عصرنا. الجزء الثاني: من نظرية الشعر العربي,"صبحي, محيى الدين",الدار العربية للكتاب,طرابلس,1982.0,208,النقد الادبي,FSR_18407
82.09/32 ج1,نظرية الشعر العربي من خلال نقد المتنبي في القرن الرابع الهجري,"صبحي, محيى الدين",الدار العربية للكتاب,طراباس,1981.0,260,النقد الادبي,FSR_17054
82.091/59,أبطال في الصيرورة : دراسات في الرواية العربية والمعربة,"صبحي, محيي الدين",دار الطليعة,بيروت,1980.0,190,دراسة أدبية,FSR_10639
325 - 569.6/04,اللجنة العامة للعناية بشؤون النازحين العرب في فلسطين,"صبري, بهجت حسين",مركز التوثيق والمخطوطات والنشر,نابلس,1991.0,109,الهجرة,FSR_27362
325_569.6_/04,اللجنة العامة للعناية بشؤون النازحين العرب في فلسطين,"صبري, بهجت حسين",مركز التوثيق,نابلس,1991.0,109,الهجرة,FSR_27362
381/04,منطقة التجارة الحرة العربية بين الواقع والطموح.,"صبري, عبد الرحمن",بنك الكويت الصناعي,الكويت,2001.0,65,التجارة,FSR_28996
342/05,المؤسسات الإدارية في المغرب العربي: حكومات الجزائر والمغرب وتونس,"صبيح, ميسوم",المنظمة العربية للعلوم الإدارية,عمان,1985.0,264,القانون الدستوري,FSR_17756
35/22,المؤسسات الادارية في المغرب العربي حكومات الجزائر والمغرب وتونس,"صبيح, ميسوم",المنظمة العربية للعلوم الادارية,عمان,1985.0,264,القانون الاداري,FSR_17859
291.13/02,رموز وطقوس: دراسات في الميثولوجيا القديمة,"صدقة, جان",رياض الرئيس للكتب والنشر,لندن,1989.0,164,الميثولوجيا,FSR_22548
343/13,"فلسفة القانون الجنائي ""دراسة تأملية في الفكر الفرنسي""","صدقي, عبد الرحيم",دار النهضة العربية,القاهرة,1989.0,373,القانون الجنائي,FSR_26612
82-4/23,النص الأدبي مظاهر وتجليات الصلة بالقديم,"صدوق, نور الدين",دار اليسر,الدار البيضاء,1988.0,127,دراسة وأبحاث معاصرة,FSR_18570
330.191.6/23,إتحاد المغرب العربي في العالم العربي: تركيب في التنمية والإندماج الإقتصادي,"صديق, أحمد",إفريقيا الشرق,الدارالبيضاء,1990.0,152,الإقتصاد العالمي,FSR_20960
537/08,التوترات المرتفعة وطرق الحماية منها: هندسة التوتر العالي - 2 -,"صطيف, إبراهيم",جامعة حلب,حلب,1982.0,386,الكهرباء,FSR_26358
621.03.48/01,تقنية العزل الكهربائية: هندسة التوتر العالي:1,"صطيف, إبراهيم",منشورات جامعة حلب,حلب,1988.0,470,العزل الكهربائي,FSR_26356
621.316.1/08,تجارب في حمايةنظم القدرة الكهربائية,"صطيف, إبراهيم",منشورات جامعة حلب,حلب,1984.0,120,الشبكات الكهربائية,FSR_26321
621.3/06 ج3,"هندسة التوتر العالي ""3""","صطيف, ابراهيم",جامعة حلب,سوريا,1984.0,434,الهندسة الكهربائية,FSR_26121
291/03,الدين والمجتمع : رؤية مستقبلية,"صعب, أديب",دار النهار,بيروت,1983.0,239,فلسفة الدين,FSR_13624
3/37,الإنسان العربي وتحدي الثورة العلمية التكنولوجيا,"صعب, حسن",دار العلم للملايين,بيروت,1981.0,208,العلوم الإجتماعية,FSR_10284
32_091/01,علم السياسة,"صعب, حسن",دار العلم للملايين,بيروت,1981.0,775,علوم سياسية,FSR_9653
33/16,المقاربة المستقبلية للانماء العربي,"صعب, حسن",دار العلم للملايين,بيروت,1979.0,290,الاقتصاد السياسي,FSR_9661
1/42,استراتيجية التسمية في نظام الأنظمة المعرفية,"صفدي, مطاع",مركز الإنماء القومي,بيروت,1986.0,309,فلسفة,FSR_18438
930.85_927/03,مدنية المغرب العربي في التاريخ,"صفر, أحمد",دار النشر,تونس,1959.0,401,تاريخ الحضارة العربية,FSR_8990
911_927/02 مكرر,الجغرافيا عند العرب نشأتها وتطورها,"صفر, البشير",دار الغرب الإسلامي,بيروت,1984.0,126,الجغرافية العامة,FSR_20293
82-1_حد/42,معروف الرصافي,"صفوة, نجدة فتحي",رياض الريس للكتب والنشر,رياض,1988.0,111,الأدب الحديث,FSR_21026
312/10,علم السكان وقضايا التنمية,"صفوح الأخرس, محمد",جامعو دمشق,دمشق,1992.0,568,علم السكان,FSR_24654
551.4/03,جيومورفولوجية قشرة الأرض,"صفي الدين, محمد",دار النهضة العربية,بيروت,1971.0,400,الجيومورفولوجيا,FSR_15218
327.5/15,الحرب الفلسطينية الاسرائلية,"صلاح, محمد",فلسطين المحتلة,بيروت,1981.0,301,المنازعات الدولية,FSR_12606
03:1/03,المعجم الفلسفي: بالألفاظ العربية والفرنسية والإنجليزية واللاتينية. المجلد الأول (ا-َض),"صليبا, جميل",دار الكتاب اللبناني,بيروت,1971.0,765,المعجم الفلسفي,FSR_20
03:1/04,المعجم الفلسفي: بالألفاظ العربية والفرنسية والإنجليزية واللاتينية. الجزء الثاني (ط - ي),"صليبا, جميل",دار الكتاب اللبناني,بيروت,1973.0,706,المعجم الفلسفي,FSR_21
1:297/125,تاريخ الفلسفة العربية,"صليبا, جميل",دار الكتاب اللبناني,بيروت,1973.0,691,فلسفة إسلامية,FSR_7691
159.9/02,علم النفس,"صليبا, جميل",دار الكتاب اللبناني,بيروت,1972.0,811,علم النفس,FSR_9454
37.014.5/01,مستقبل التربية في العالم العربي,"صليبا, جميل",منشورات عويدات,بيروت,1967.0,423,التربية والتعليم,FSR_9521
330.191.6/84,الدول العربيو: مؤشرات إقتصادية,صندوق النقد اعربي,صندوق النقد العربي,أبو ظبي,1991.0,83,الإقتصاد العالمي,FSR_3939
330.191.6/43,التقرير السنوي,صندوق النقد الدولي,صندوق النقد الدولي,أبوظبي,1981.0,44,الأقتصاد العالمي,FSR_12572
382/06,دليل ميزان المدفوعات,صندوق النقد الدولي,صندوق النقد الدولي,واشنطن,1978.0,270,التجارة الخارجية,FSR_12520
33/29,الاجتماع الثاني مجلس المحافظين,صندوق النقد العربي,صندوق النقد العربي,أبوظبي,1978.0,55,الاقتصاد السياسي,FSR_12360
33/30,الاجتماع الاول لمجلس المحافظين,صندوق النقد العربي,صندوق النقد العربي,أبو ظبي,1977.0,30,الاقتصاد السياسي,FSR_12593
33/32,تحليل سلوك المستهلك,صندوق النقد العربي,المنظمة العربية للعلوم الادارية,الفجالة,1978.0,78,الاقتصاد السياسي,FSR_12369
33/89,العولمة وإدارة الإقتصادات الوطنية,صندوق النقد العربي,الإمارات العربية المتحدة,أبوظبي,2000.0,392,الإقتصاد السياسي,FSR_28989
330.191.6/06,التقرير الاقتصادي العربي الموحد 1980,صندوق النقد العربي,مؤسسة أبو ظبي للطباعة والنشر,أبوظبي,1980.0,196,الاقتصاد العالمي,FSR_12468
330.191.6/113,سياسات وإدراة اسعار الصرف في البلدان العربية,صندوق النقد العربي,صندوق النقد العربي,أبوظبي,1997.0,442,الإقتصاد العالمي,FSR_27473
330.191.6/29 مكرر,التخصيصية والالتصحيحات الهيكلية في البلاد العربية,صندوق النقد العربي,مطابع الأهرام التجارية,القاهرة,1989.0,319,الإقتصاد العلمي,FSR_23161
